state_key,state,no,constituency_name,reserved,y2021_winner_name,y2016_winner_name,y2026_winner_name,status,updated_at,y2021_winner_party,y2016_winner_party,y2026_winner_party
TAMIL_NADU,Tamil Nadu,37,Kancheepuram,GEN,C. V. M. P. Ezhilarasan,C. V. M. P. Ezhilarasan,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,38,Arakkonam (SC),SC,S. Ravi,S. Ravi,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,39,Sholinghur,GEN,A. N. Munirathinam,N. G. Parthiban,,,2026-04-06T06:49:21Z,INC,AIADMK,
TAMIL_NADU,Tamil Nadu,40,Katpadi,GEN,Durai Murugan,Durai Murugan,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,41,Ranipet,GEN,R. Gandhi,Gandhi. R,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,42,Arcot,GEN,J. L. Eswarappan,Eswarappan J L,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,43,Vellore,GEN,P. Karthikeyan,Karthikeyan,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,44,Anaikattu,GEN,A. P. Nandakumar,Nandakumar. A.P,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,45,Kilvaithinankuppam(sc,SC,M. Jaganmoorthy,Loganathan.G,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,46,Gudiyattam (SC),SC,V. Amulu,Jayanthi Padmanabhan .C,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,47,Vaniyambadi,GEN,G Sendhil Kumar,Nilofer,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,48,Ambur,GEN,A. C. Vilwanathan,Balasubramani R.,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,49,Jolarpet,GEN,K. Devaraji,Veeramani. K. C,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,50,Tirupattur,GEN,A. Nallathambi,Nallathambi. A,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,51,Uthangarai (SC),SC,T. M. Tamilselvam,N.Manoranjitham,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,52,Bargur,GEN,D. Mathiazhagan,V.Rajendran,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,53,Krishnagiri,GEN,K. Ashok Kumar,T.Senguttuvan,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,54,Veppanahalli,GEN,K. P. Munusamy,Murugan P,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,55,Hosur,GEN,Y. Prakaash,Balakrishna Reddy P,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,56,Thalli,GEN,T. Ramachandran,Prakaash.Y.,,,2026-04-06T06:49:21Z,CPI,DMK,
TAMIL_NADU,Tamil Nadu,57,Palacode,GEN,K. P. Anbalagan,K. P. Anbalagan,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,58,Pennagaram,GEN,G. K. Mani,Inbasekaran. P.N.P.,,,2026-04-06T06:49:21Z,PMK,DMK,
TAMIL_NADU,Tamil Nadu,59,Dharmapuri,GEN,S. P. Venkateshwaran,Subramani. P.,,,2026-04-06T06:49:21Z,PMK,DMK,
TAMIL_NADU,Tamil Nadu,60,Pappireddippatti,GEN,A. Govindasamy,Palaniyappan. P,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,61,Harur (SC),SC,V. Sampathkumar,R.Murugan,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,62,Chengam (SC),SC,M. P. Giri,Giri .M.P,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,63,Tiruvannamalai,GEN,E. V. Velu,E. V. Velu,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,64,Kilpennathur,GEN,K. Pitchandi,Pitchandi K,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,65,Kalasapakkam,GEN,P. S. T. Saravanan,Panneerselvam V,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,66,Polur,GEN,S. S. Krishnamoorthy,Sekaran.K.V,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,67,Arani,GEN,Sevvoor S. Ramachandran,Ramachandran. S,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,68,Cheyyar,GEN,O. Jothi,Mohan K,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,69,Vandavasi (SC),SC,S. Ambethkumar,Ambethkumar. S,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,70,Gingee,GEN,K. S. Masthan,K. S. Masthan,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,71,Mailam,GEN,C. Sivakumar,Masilamani R,,,2026-04-06T06:49:21Z,PMK,DMK,
TAMIL_NADU,Tamil Nadu,72,Tindivanam (SC),SC,P. Arjunan,Seethapathy P,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,73,Vanur (SC),SC,M. Chakrapani,Chakrapani M,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,74,Villupuram,GEN,R. Lakshmanan,C V Shanmugam,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,75,Vikravandi,GEN,N. Pugazhenthi,Rathamani.K,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,76,Tirukkoyilur,GEN,K. Ponmudy,Ponmudy K,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,77,Ulundurpettai,GEN,A. J. Manikannan,Kumaraguru. R.,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,78,Rishivandiyam,GEN,K. Karthikeyan,Karthikeyan.K,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,79,Sankarapuram,GEN,T. Udhayasuriyan,Udhayasuriyan.T,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,80,Kallakurichi (SC),SC,M. Senthilkumar,Prabhu A,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,81,Gangavalli (SC),SC,A. Nallathambi,Maruthamuthu.A,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,82,Attur (SC),SC,A. P. Jayasankaran,Chinnathambi R M,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,83,Yercaud (ST),ST,G. Chitra,Chitra.G,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,84,Omalur,GEN,R. Mani,Vetrivel.S,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,85,Mettur,GEN,S. Sadhasivam,Semmalai.S,,,2026-04-06T06:49:21Z,PMK,AIADMK,
TAMIL_NADU,Tamil Nadu,86,Edappadi,GEN,Edappadi K. Palaniswami,Edappadi K. Palaniswami,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,87,Sankari,GEN,S. Sundararajan,Raja.S,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,88,Salem (West),GEN,Arul Ramadas,Venkatachalam.G,,,2026-04-06T06:49:21Z,PMK,AIADMK,
TAMIL_NADU,Tamil Nadu,89,Salem (North),GEN,R. Rajendran,Rajendran.R,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,90,Salem (South),GEN,E. Balasubramanian,Sakthivel A B,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,91,Veerapandi,GEN,M. Rajamuthu,Manonmani.P,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,92,Rasipuram (SC),SC,M. Mathiventhan,Saroja V. Dr,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,93,Senthamangalam (ST),ST,K. Ponnusamy,Chandrasekaran C,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,94,Namakkal,GEN,P. Ramalingam,K. P. P. Baskar,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,95,Paramathi-Velur,GEN,S. Sekar,Moorthiy K S,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,96,Tiruchengodu,GEN,E. R. Eswaran,Saraswathi Pon,,,2026-04-06T06:49:21Z,KMDK,AIADMK,
TAMIL_NADU,Tamil Nadu,97,Kumarapalayam,GEN,P. Thangamani,Thangamani P,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,98,Erode (East),GEN,Thirumagan Evera,Thennarasu K S,,,2026-04-06T06:49:21Z,INC,AIADMK,
TAMIL_NADU,Tamil Nadu,99,Erode (West),GEN,S. Muthusamy,Ramalingam K.V.,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,100,Modakkurichi,GEN,Dr. C.K. Saraswathi,Sivasubramani . V.P.,,,2026-04-06T06:49:21Z,BJP,AIADMK,
TAMIL_NADU,Tamil Nadu,101,Dharapuram (SC),SC,N. Kayalvizhi,Kalimuthu. V.S,,,2026-04-06T06:49:21Z,DMK,INC,
TAMIL_NADU,Tamil Nadu,102,Kangayam,GEN,M. P. Saminathan,Thaniyarasu U,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,103,Perundurai,GEN,S. Jayakumar,Venkatachalam.N.D,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,104,Bhavani,GEN,K. C. Karuppannan,Karuppanan K C,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,105,Anthiyur,GEN,A. G. Venkatachalam,E. M. R. Raja,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,106,Gobichettipalayam,GEN,K. A. Sengottaiyan,Sengottaiyan K.A,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,107,Bhavanisagar,SC,A. Bannari,Eswaran.S,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,108,Udhagamandalam,GEN,R. Ganesh,Ganesh. R.,,,2026-04-06T06:49:21Z,INC,INC,
TAMIL_NADU,Tamil Nadu,109,Gudalur (SC),SC,Pon. Jayaseelan,Thiravidamani.M.,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,110,Coonoor,GEN,K. Ramachandran,Ramu. A.,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,111,Mettupalayam,GEN,A. K. Selvaraj,Chinnaraj.O.K,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,112,Avanashi (SC),SC,P. Dhanapal,Dhanapal P,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,113,Tiruppur (North),GEN,K. N. Vijayakumar,Vijayakumar Kn,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,114,Tiruppur (South),GEN,K. Selvaraj,Gunasekaran S,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,115,Palladam,GEN,M. S. M. Anandan,Natarajan. A,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,116,Sulur,GEN,V. P. Kandasamy,Kanagaraj. R.,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,117,Kavundampalayam,GEN,G. Arunkumar,V. C. Arukutty,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,118,Coimbatore (North),GEN,Amman K. Arjunan,Arun Kumar. P.R.G.,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,119,Thondamuthur,GEN,S. P. Velumani,Velumani.S.P.,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,120,Coimbatore (South),GEN,Vanathi Srinivasan,Amman K. Arjunan,,,2026-04-06T06:49:21Z,BJP,AIADMK,
TAMIL_NADU,Tamil Nadu,121,Singanallur,GEN,K. R. Jayaram,Karthik. N.,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,122,Kinathukadavu,GEN,S. Damodaran,Shanmugam. A.,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,123,Pollachi,GEN,Pollachi V. Jayaraman,Pollachi V Jayaraman,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,124,Valparai (SC),SC,T. K. Amulkandasami,Kasthuri Vasu. V.,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,125,Udumalaipettai,GEN,Udumalai K. Radhakrishnan,Radhakrishnan. K,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,126,Madathukulam,GEN,C. Mahendran,Jayaramakrishnan R,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,127,Palani,GEN,I. P. Senthil Kumar,Senthilkumar I P,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,128,Oddanchatram,GEN,R. Sakkarapani,Sakkarapani R,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,129,Athoor,GEN,I. Periyasamy,Periyasamy I,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,130,Nilakottai,SC,S. Thenmozhi,Thangathurai R,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,131,Natham,GEN,Natham R. Viswanathan,Andi Ambalam M.A,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,132,Dindigul,GEN,Dindigul C. Sreenivaasan,Sreenivasan C,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,133,Vedasandur,GEN,S. Gandhirajan,V. P. B. Paramasivam,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,134,Aravakurichi,GEN,R. Elango,V. Senthil Balaji,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,135,Karur,GEN,V. Senthilbalaji,Vijayabhaskar .M.R,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,136,Krishnarayapuram (SC),SC,K. Sivagama Sundari,Geetha . M.,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,137,Kulithalai,GEN,R. Manickam,Ramar .E,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,138,Manapaarai,GEN,P. Abdul Samad,Chandrasekar R,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,139,Srirangam,GEN,M. Palaniyandi,Valarmathi.S,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,140,Tiruchirappalli (West),GEN,K. N. Nehru,Nehru.K.N,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,141,Tiruchirappalli (East),GEN,Inigo S. Irudayaraj,Natarajan .N.,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,142,Thiruverumbur,GEN,Anbil Mahesh,Anbil Mahesh Poyyamozhi,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,143,Lalgudi,GEN,A. Soundara Pandian,Soundarapandian A,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,144,Manachanallur,GEN,S. Kathiravan,Parameswari. M,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,145,Musiri,GEN,N. Thiyagarajan,Selvarasu M,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,146,Thuraiyur (SC),SC,S. Stalinkumar,Stalinkumar .S,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,147,Perambalur (SC),SC,M. Prabhakaran,R.Thamizhselvan,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,148,Kunnam,GEN,S. S. Sivasankar,Ramachandran.R.T,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,149,Ariyalur,GEN,K. Chinnappa,Rajendran. S,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,150,Jayankondam,GEN,Ka. So. Ka. Kannan,Ramajeyalingam.J.K.N,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,151,Tittakudi (SC),SC,C. V. Ganesan,Ganesan V,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,152,Virudhachalam,GEN,R. Radhakrishnan,Kalaiselvan V T,,,2026-04-06T06:49:21Z,INC,AIADMK,
TAMIL_NADU,Tamil Nadu,153,Neyveli,GEN,Saba Rajendran,Saba. Rajendran,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,154,Panruti,GEN,T. Velmurugan,Sathya.P,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,155,Cuddalore,GEN,G. Iyappan,Sampath M C,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,156,Kurinjipadi,GEN,M. R. K. Panneerselvam,Panneerselvam Mrk,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,157,Bhuvanagiri,GEN,A. Arunmozhithevan,Saravanan. Durai K.,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,158,Chidambaram,GEN,K. A. Pandian,Pandian K A,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,159,Kattumannarkoil (SC),SC,Sinthanai Selvan,Murugumaran.N,,,2026-04-06T06:49:21Z,VCK,AIADMK,
TAMIL_NADU,Tamil Nadu,160,Sirkazhi (SC),SC,M. Panneerselvam,Bharathi.P.V,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,161,Mayiladuturai,GEN,S. Rajakumar,Rathakrishnan.V,,,2026-04-06T06:49:21Z,INC,AIADMK,
TAMIL_NADU,Tamil Nadu,162,Poompuhar,GEN,Nivedha M. Murugan,Pavunraj.S,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,163,Nagapattinam,GEN,Aloor Shanavas,Thamimun Ansari.M,,,2026-04-06T06:49:21Z,VCK,AIADMK,
TAMIL_NADU,Tamil Nadu,164,Kilvelur (SC),SC,Nagai Maali (A) P. Mahalingam,Mathivanan.U,,,2026-04-06T06:49:21Z,CPI(M),DMK,
TAMIL_NADU,Tamil Nadu,165,Vedaranyam,GEN,O. S. Manian,Manian.O.S,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,166,Thiruthuraipoondi (SC),SC,K. Marimuthu,Adalarasan. P,,,2026-04-06T06:49:21Z,CPI,DMK,
TAMIL_NADU,Tamil Nadu,167,Mannargudi,GEN,Dr. T. R. B. Rajaa,T. R. B. Rajaa,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,168,Thiruvarur,GEN,K. Poondi Kalaivanan,Kalaignar M Karunanidhi,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,169,Nannilam,GEN,R. Kamaraj,Kamaraj. R,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,170,Thiruvidaimarudur,SC,Govi. Chezhiyan,Chezhiaan.Govi,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,171,Kumbakonam,GEN,G. Anbalagan,G. Anbalagan,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,172,Papanasam,GEN,Dr. M. H. Jawahirullah,Doraikkannu R,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,173,Thiruvaiyaru,GEN,Durai Chandrasekaran,Durai.Chandrasekaran,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,174,Thanjavur,GEN,T. K. G. Neelamegam,M.Rengasamy,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,175,Orathanadu,GEN,R. Vaithilingam,Ramchandran. M,,,2026-04-06T06:49:21Z,AIADMK,DMK,
TAMIL_NADU,Tamil Nadu,176,Pattukkottai,GEN,K. Annadurai,Sekar. V,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,177,Peravurani,GEN,Peravurani N. Ashokkumar,Govindarasu M,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,178,Gandarvakottai,SC,M. Chinnadurai,Arumugam.B,,,2026-04-06T06:49:21Z,CPI(M),AIADMK,
TAMIL_NADU,Tamil Nadu,179,Viralimalai,GEN,C. Vijayabaskar,Vijaya Baskar C,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,180,Pudukkottai,GEN,Dr. V. Muthuraja,Periyannan Arassu,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,181,Thirumayam,GEN,S. Regupathy,Regupathy S,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,182,Alangudi,GEN,Meyyanathan Siva V,Meyyanathan .Siva .V,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,183,Aranthangi,GEN,T. Ramachandran,Rathinasabhapathy E,,,2026-04-06T06:49:21Z,INC,AIADMK,
TAMIL_NADU,Tamil Nadu,184,Karaikudi,GEN,S. Mangudi,Ramasamy Kr,,,2026-04-06T06:49:21Z,INC,INC,
TAMIL_NADU,Tamil Nadu,185,Tiruppattur,GEN,K. R. Periyakaruppan,Periakaruppan Kr,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,186,Sivaganga,GEN,P. R. Senthilnathan,Baskaran.G,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,187,Manamadurai (SC),SC,A. Tamilarasi,Mariappankennady S,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,188,Melur,GEN,P. Selvam,Periyapullan @ Selvam P,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,189,Madurai East,GEN,P. Moorthy,P. Moorthy,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,190,Sholavandan (SC),SC,A. Venkatesan,K. Manickam,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,191,Madurai North,GEN,G. Thalapathi,V. V. Rajan Chellappa,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,192,Madurai South,GEN,M. Boominathan,Saravanan .S.S.,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,193,Madurai Central,GEN,Palanivel Thiagarajan,Palanivel Thiagarajan,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,194,Madurai West,GEN,Sellur K. Raju,Sellur K. Raju,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,195,Thiruparankundram,GEN,V. V. Rajan Chellappa,S. M. Seenivel,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,196,Thirumangalam,GEN,R. B. Udhaya Kumar,Udhayakumar.R.B,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,197,Usilampatti,GEN,P. Ayyappan,Neethipathi P,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,198,Andipatti,GEN,A. Maharajan,Thanga Tamil Selvam,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,199,Periyakulam,SC,K. S. Saravana Kumar,K. Kathirkamu,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,200,Bodinayakanur,GEN,O. Panneerselvam,O. Panneerselvam,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,201,Cumbum,GEN,N. Eramakrishnan,S.T.K.Jakkaiyan,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,202,Rajapalayam,GEN,S. Thangappandian,S. Thangappandian,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,203,Srivilliputhur (SC),SC,E. M. Manraj,M. Chandra Prabha,,,2026-04-06T06:49:21Z,AIADMK,AIADMK,
TAMIL_NADU,Tamil Nadu,204,Sattur,GEN,A. R. R. Raghuraman,S. G. Subramanian,,,2026-04-06T06:49:21Z,DMK,AIADMK,
TAMIL_NADU,Tamil Nadu,205,Sivakasi,GEN,A. M. S. G. Ashokan,K. T. Rajenthrabhalaji,,,2026-04-06T06:49:21Z,INC,AIADMK,
TAMIL_NADU,Tamil Nadu,206,Virudhunagar,GEN,A. R. R. Seenivasan,A. R. R. Seenivasan,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,207,Aruppukkottai,GEN,Sattur Ramachandran,Ramachandran K.K.S.S.R,,,2026-04-06T06:49:21Z,DMK,DMK,
TAMIL_NADU,Tamil Nadu,208,Tiruchuli,GEN,Thangam Thennarasu,Thangam Thenarasu,,,2026-04-06T06:49:21Z,DMK,DMK,
