"state_key","state","no","y2026_winner_name","status","updated_at","y2026_winner_party"
"WEST_BENGAL","West Bengal","148","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","149","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","150","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","151","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","152","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","153","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","154","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","155","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","156","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","157","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","158","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","159","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","160","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","161","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","162","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","163","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","164","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","165","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","166","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","167","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","168","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","169","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","170","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","171","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","172","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","173","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","174","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","175","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","176","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","177","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","178","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","179","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","180","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","181","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","182","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","183","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","184","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","185","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","186","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","187","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","188","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","189","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","190","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","191","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","192","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","193","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","194","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","195","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","196","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","197","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","198","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","199","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","200","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","201","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","202","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","203","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","204","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","205","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","206","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","207","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","208","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","209","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","210","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","211","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","212","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","213","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","214","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","215","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","216","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","217","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","218","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","219","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","220","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","221","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","222","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","223","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","224","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","225","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","226","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","227","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","228","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","229","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","230","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","231","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","232","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","233","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","234","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","235","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","236","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","237","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","238","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","239","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","240","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","241","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","242","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","243","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","244","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","245","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","246","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","247","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","248","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","249","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","250","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","251","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","252","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","253","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","254","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","255","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","256","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","257","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","258","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","259","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","260","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","261","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","262","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","263","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","264","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","265","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","266","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","267","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","268","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","269","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","270","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","271","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","272","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","273","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","274","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","275","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","276","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","277","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","278","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","279","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","280","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","281","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","282","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","283","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","284","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","285","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","286","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","287","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","288","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","289","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","290","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","291","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","292","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","293","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","294","NA","","2026-04-06T06:49:21Z","NA"
