state_key,state,no,constituency_name,reserved,y2021_winner_name,y2016_winner_name,y2021_winner_party,y2016_winner_party
TAMIL_NADU,Tamil Nadu,18,Harbour,GEN,P. K. Sekar Babu,P. K. Sekar Babu,DMK,DMK
TAMIL_NADU,Tamil Nadu,19,Chepauk-Thiruvallikeni,GEN,Udhayanidhi Stalin,J. Anbazhagan,DMK,DMK
TAMIL_NADU,Tamil Nadu,20,Thousand Lights,GEN,Ezhilan Naganathan,K. K. Selvam,DMK,DMK
TAMIL_NADU,Tamil Nadu,21,Anna Nagar,GEN,M. K. Mohan,M. K. Mohan,DMK,DMK
TAMIL_NADU,Tamil Nadu,22,Virugambakkam,GEN,A. M. V. Prabhakara Raja,V.N.Virugai Ravi,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,23,Saidapet,GEN,Ma.Subramanian,M. Subramaniam,DMK,DMK
TAMIL_NADU,Tamil Nadu,24,Thiyagarayanagar,GEN,J. Karunanithi,B. Sathyanarayanan,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,25,Mylapore,GEN,Dha. Velu,R Nataraj IPS (Rtd),DMK,AIADMK
TAMIL_NADU,Tamil Nadu,26,Velachery,GEN,Aassan Maulaana,Vagai Chanderasekar,INC,DMK
TAMIL_NADU,Tamil Nadu,27,Shozhinganallur,GEN,S. Aravind Ramesh,S. Aravind Ramesh,DMK,DMK
TAMIL_NADU,Tamil Nadu,28,Alandur,GEN,T. M. Anbarasan,Anbarasan. T.M.,DMK,DMK
TAMIL_NADU,Tamil Nadu,29,Sriperumbudur (SC),SC,K. Selvaperunthagai,Palani. K,INC,AIADMK
TAMIL_NADU,Tamil Nadu,30,Pallavaram,GEN,I. Karunanithi,Karunanithi. I,DMK,DMK
TAMIL_NADU,Tamil Nadu,31,Tambaram,GEN,S. R. Raja,S. R. Raja,DMK,DMK
TAMIL_NADU,Tamil Nadu,32,Chengalpattu,GEN,M. Varalakshmi,M. Varalakshmi,DMK,DMK
TAMIL_NADU,Tamil Nadu,33,Thiruporur,GEN,S. S. Balaji,Kothandapani. M,VCK,AIADMK
TAMIL_NADU,Tamil Nadu,34,Cheyyur (SC),SC,M. Babu,Arasu R T,VCK,DMK
TAMIL_NADU,Tamil Nadu,35,Madurantakam (SC),SC,Maragatham Kumaravel,S.Pugazhenthi,AIADMK,DMK
TAMIL_NADU,Tamil Nadu,36,Uthiramerur,GEN,K. Sundar,K. Sundar,DMK,DMK
TAMIL_NADU,Tamil Nadu,37,Kancheepuram,GEN,C. V. M. P. Ezhilarasan,C. V. M. P. Ezhilarasan,DMK,DMK
TAMIL_NADU,Tamil Nadu,38,Arakkonam (SC),SC,S. Ravi,S. Ravi,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,39,Sholinghur,GEN,A. N. Munirathinam,N. G. Parthiban,INC,AIADMK
TAMIL_NADU,Tamil Nadu,40,Katpadi,GEN,Durai Murugan,Durai Murugan,DMK,DMK
TAMIL_NADU,Tamil Nadu,41,Ranipet,GEN,R. Gandhi,Gandhi. R,DMK,DMK
TAMIL_NADU,Tamil Nadu,42,Arcot,GEN,J. L. Eswarappan,Eswarappan J L,DMK,DMK
TAMIL_NADU,Tamil Nadu,43,Vellore,GEN,P. Karthikeyan,Karthikeyan,DMK,DMK
TAMIL_NADU,Tamil Nadu,44,Anaikattu,GEN,A. P. Nandakumar,Nandakumar. A.P,DMK,DMK
TAMIL_NADU,Tamil Nadu,45,Kilvaithinankuppam(sc,SC,M. Jaganmoorthy,Loganathan.G,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,46,Gudiyattam (SC),SC,V. Amulu,Jayanthi Padmanabhan .C,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,47,Vaniyambadi,GEN,G Sendhil Kumar,Nilofer,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,48,Ambur,GEN,A. C. Vilwanathan,Balasubramani R.,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,49,Jolarpet,GEN,K. Devaraji,Veeramani. K. C,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,50,Tirupattur,GEN,A. Nallathambi,Nallathambi. A,DMK,DMK
TAMIL_NADU,Tamil Nadu,51,Uthangarai (SC),SC,T. M. Tamilselvam,N.Manoranjitham,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,52,Bargur,GEN,D. Mathiazhagan,V.Rajendran,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,53,Krishnagiri,GEN,K. Ashok Kumar,T.Senguttuvan,AIADMK,DMK
TAMIL_NADU,Tamil Nadu,54,Veppanahalli,GEN,K. P. Munusamy,Murugan P,AIADMK,DMK
TAMIL_NADU,Tamil Nadu,55,Hosur,GEN,Y. Prakaash,Balakrishna Reddy P,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,56,Thalli,GEN,T. Ramachandran,Prakaash.Y.,CPI,DMK
TAMIL_NADU,Tamil Nadu,57,Palacode,GEN,K. P. Anbalagan,K. P. Anbalagan,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,58,Pennagaram,GEN,G. K. Mani,Inbasekaran. P.N.P.,PMK,DMK
TAMIL_NADU,Tamil Nadu,59,Dharmapuri,GEN,S. P. Venkateshwaran,Subramani. P.,PMK,DMK
TAMIL_NADU,Tamil Nadu,60,Pappireddippatti,GEN,A. Govindasamy,Palaniyappan. P,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,61,Harur (SC),SC,V. Sampathkumar,R.Murugan,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,62,Chengam (SC),SC,M. P. Giri,Giri .M.P,DMK,DMK
TAMIL_NADU,Tamil Nadu,63,Tiruvannamalai,GEN,E. V. Velu,E. V. Velu,DMK,DMK
TAMIL_NADU,Tamil Nadu,64,Kilpennathur,GEN,K. Pitchandi,Pitchandi K,DMK,DMK
TAMIL_NADU,Tamil Nadu,65,Kalasapakkam,GEN,P. S. T. Saravanan,Panneerselvam V,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,66,Polur,GEN,S. S. Krishnamoorthy,Sekaran.K.V,AIADMK,DMK
TAMIL_NADU,Tamil Nadu,67,Arani,GEN,Sevvoor S. Ramachandran,Ramachandran. S,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,68,Cheyyar,GEN,O. Jothi,Mohan K,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,69,Vandavasi (SC),SC,S. Ambethkumar,Ambethkumar. S,DMK,DMK
TAMIL_NADU,Tamil Nadu,70,Gingee,GEN,K. S. Masthan,K. S. Masthan,DMK,DMK
TAMIL_NADU,Tamil Nadu,71,Mailam,GEN,C. Sivakumar,Masilamani R,PMK,DMK
TAMIL_NADU,Tamil Nadu,72,Tindivanam (SC),SC,P. Arjunan,Seethapathy P,AIADMK,DMK
TAMIL_NADU,Tamil Nadu,73,Vanur (SC),SC,M. Chakrapani,Chakrapani M,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,74,Villupuram,GEN,R. Lakshmanan,C V Shanmugam,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,75,Vikravandi,GEN,N. Pugazhenthi,Rathamani.K,DMK,DMK
TAMIL_NADU,Tamil Nadu,76,Tirukkoyilur,GEN,K. Ponmudy,Ponmudy K,DMK,DMK
TAMIL_NADU,Tamil Nadu,77,Ulundurpettai,GEN,A. J. Manikannan,Kumaraguru. R.,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,78,Rishivandiyam,GEN,K. Karthikeyan,Karthikeyan.K,DMK,DMK
TAMIL_NADU,Tamil Nadu,79,Sankarapuram,GEN,T. Udhayasuriyan,Udhayasuriyan.T,DMK,DMK
TAMIL_NADU,Tamil Nadu,80,Kallakurichi (SC),SC,M. Senthilkumar,Prabhu A,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,81,Gangavalli (SC),SC,A. Nallathambi,Maruthamuthu.A,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,82,Attur (SC),SC,A. P. Jayasankaran,Chinnathambi R M,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,83,Yercaud (ST),ST,G. Chitra,Chitra.G,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,84,Omalur,GEN,R. Mani,Vetrivel.S,AIADMK,AIADMK
TAMIL_NADU,Tamil Nadu,85,Mettur,GEN,S. Sadhasivam,Semmalai.S,PMK,AIADMK
TAMIL_NADU,Tamil Nadu,86,Edappadi,GEN,Edappadi K. Palaniswami,Edappadi K. Palaniswami,AIADMK,AIADMK
